Open,High,Low,Close,Adj_Close,Volume,example_id
264.52825927734375,281.70294189453125,361.8402404785156,286.4847106933594,263.36383056640625,12922686.0,0
447.34185791015625,413.2706604003906,418.497314453125,370.7261962890625,449.889892578125,266557.71875,0
248.15110778808594,257.3598937988281,294.5355224609375,257.247314453125,261.6875,14912.181640625,0
226.83045959472656,227.3978271484375,243.8695526123047,230.80276489257812,229.43609619140625,9393.51171875,0
223.83436584472656,217.5288848876953,239.42942810058594,228.6319122314453,231.0002899169922,9038.38671875,0
245.3334503173828,228.8160400390625,239.33212280273438,241.59030151367188,244.38819885253906,8831.333984375,0
227.76626586914062,215.4403839111328,236.99404907226562,234.3044891357422,237.6304168701172,8996.34375,0
250.69236755371094,230.30494689941406,245.71556091308594,251.78262329101562,245.8489990234375,8858.4375,0
234.8816680908203,223.25364685058594,238.30262756347656,250.2107696533203,242.90748596191406,8861.2890625,0
246.91566467285156,229.12522888183594,243.50665283203125,255.55870056152344,254.7151641845703,8803.357421875,0
181.94281005859375,192.52130126953125,251.14743041992188,187.63311767578125,184.18980407714844,10138524.0,1
92.46409606933594,80.69664764404297,102.63938903808594,87.74673461914062,89.71864318847656,178001.328125,1
115.27691650390625,94.66693115234375,122.27973175048828,101.33381652832031,107.91288757324219,11937.7001953125,1
189.79763793945312,173.41452026367188,201.4678192138672,179.55950927734375,188.33836364746094,9234.447265625,1
208.84799194335938,191.98751831054688,219.55604553222656,195.1398468017578,201.69882202148438,9009.728515625,1
185.82064819335938,178.40975952148438,206.35289001464844,186.2365264892578,183.88134765625,9182.1953125,1
186.84251403808594,174.8064422607422,205.31126403808594,183.60643005371094,190.03521728515625,9204.0419921875,1
193.93821716308594,180.29920959472656,205.36062622070312,191.57131958007812,192.08425903320312,9170.9560546875,1
186.29112243652344,177.62083435058594,200.5292510986328,180.8166961669922,177.52947998046875,9129.482421875,1
203.1216583251953,181.52066040039062,211.8180694580078,186.84046936035156,193.6366729736328,9123.9560546875,1
564.2156372070312,516.2151489257812,525.7354736328125,520.3193969726562,468.93798828125,12424169.0,2
418.86676025390625,425.086181640625,403.4026184082031,395.15386962890625,418.29046630859375,619793.625,2
381.9228515625,374.9075927734375,397.4124755859375,382.8274230957031,381.2451171875,19987.453125,2
402.5869140625,393.135498046875,384.1064453125,402.2993469238281,397.883544921875,9721.5458984375,2
369.8793029785156,365.6564636230469,357.2938537597656,382.739990234375,376.0023498535156,9059.69921875,2
412.0009460449219,406.0137634277344,353.3837585449219,405.8441162109375,385.5371398925781,8794.240234375,2
445.1286315917969,433.575439453125,377.51239013671875,432.98052978515625,423.6289367675781,8843.1552734375,2
424.25164794921875,449.20159912109375,372.5564270019531,439.0732116699219,399.7415466308594,8848.662109375,2
405.5753173828125,431.9401550292969,358.55517578125,429.42779541015625,390.2980651855469,8895.3154296875,2
374.2129821777344,383.8157958984375,335.3019714355469,412.3418273925781,362.05218505859375,8968.2255859375,2
618.164306640625,574.0843505859375,578.7447509765625,543.9660034179688,578.258056640625,11043725.0,3
734.054443359375,644.470703125,599.8248291015625,651.9490966796875,663.5848999023438,601673.75,3
360.3011779785156,345.75830078125,408.1936340332031,397.399658203125,378.2308654785156,30905.818359375,3
392.35498046875,377.2423400878906,385.50384521484375,396.7002868652344,361.7721252441406,10448.4228515625,3
450.96563720703125,404.06243896484375,398.8779296875,414.3276062011719,430.15130615234375,9224.8173828125,3
416.75201416015625,368.9049377441406,373.4793701171875,411.4473571777344,399.8751525878906,9123.0205078125,3
467.7466735839844,430.122314453125,398.3030700683594,433.9858703613281,423.9306335449219,9081.3232421875,3
458.37872314453125,424.53863525390625,382.695556640625,448.1299133300781,441.3768005371094,8958.880859375,3
519.9063110351562,486.0592956542969,425.7333984375,481.3697814941406,498.8910827636719,9041.9775390625,3
481.7501525878906,460.9117126464844,406.8990478515625,485.0530700683594,460.2371826171875,9077.369140625,3
